message,persuasive_type,activity,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,unique_word_ratio,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,coleman_liau_index,noun_count,verb_count,adj_count,adv_count,word_diversity,has_question,has_exclamation,has_numbers,starts_with_verb,ends_with_call_to_action,sentiment_polarity,sentiment_subjectivity,persuasive_type_encoded,persuasive_type_praise,persuasive_type_reminder,persuasive_type_reward,persuasive_type_suggestion,activity_encoded,activity_healthy eating,activity_meal planning,activity_portion control,activity_water intake
"Great job with your healthy eating!

If you don't have a plan, you'll probably have to find a health food store, but there's a lot of great healthy foods on the market, which means that you might want to check out",praise,healthy eating,0.75,0.9534883721,0.125,0.2219239698,0.4761904762,0.578125,0.8374689826,0.3475609756,0.4348879467,0,0.4206008584,0.2674007078,0.5,0.5714285714,0.4444444444,0.25,0.550802139,FALSE,TRUE,FALSE,FALSE,FALSE,0.7723214286,0.625,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining meal planning, you'll feel better.

You'll be able to do this every day. You'll not only eat more often, but you will have more time to finish meals. The longer you stay in your room, the better",reward,meal planning,0.7333333333,0.9534883721,0.375,0.2094094602,0.1904761905,0.4375,0.8645386871,0.1646341463,0.1786795881,0.4109589041,0.2231759657,0.2339756193,0.3125,0.5714285714,0.4444444444,0.625,0.4117647059,FALSE,FALSE,FALSE,FALSE,FALSE,0.5833333333,0.6041666667,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining water intake, you'll feel better.

And, as we all know, the amount of water you drink depends on how much you live in a given area. If you're a single person, that means you consume about 15 gallons",reward,water intake,0.75,0.9534883721,0.25,0.2281812246,0.2857142857,0.53125,0.7290773742,0.3170731707,0.2616596002,0.4383561644,0.2918454936,0.2575697994,0.4375,0.6428571429,0.2222222222,0.125,0.6470588235,FALSE,FALSE,TRUE,FALSE,FALSE,0.422309833,0.3535714286,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your healthy eating! I know some people think that I'm an overweight person. I think I am! But I also believe in eating more healthy and I try to maintain this high body weight. The body is always changing and changing,",praise,healthy eating,0.8375,1,0.5,0.2930063842,0.1428571429,0.415,0.7805098128,0.2134146341,0.0920654149,0.2123287671,0.1974248927,0.238301219,0.375,0.8571428571,0.6666666667,0.25,0.3960784314,FALSE,TRUE,FALSE,FALSE,FALSE,0.6773214286,0.558,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your meal planning!

Step 1: Prepare the food
.
, The food should be well prepared for your breakfast. In my case, I prepared the same meal twice with no changes to the preparation. I also did not",praise,meal planning,0.7416666667,0.9069767442,0.5,0.2556587348,0.1238095238,0.4619565217,0.8874351455,0.1158536585,0.1302241066,0.3904109589,0.1802575107,0.2107746756,0.625,0.2857142857,0.3333333333,0.5,0.4298642534,FALSE,TRUE,TRUE,FALSE,FALSE,0.6428571429,0.4375,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Try to improve your meal planning by following these simple steps:

Add a snack to your plate every 2 minutes.



Remove the chicken, stir in the salt, and add to the sauce.

- In a large bowl mix together",suggestion,meal planning,0.7166666667,0.8604651163,0.25,0.2515037197,0.253968254,0.5909090909,0.7358448004,0.3048780488,0.1865536039,0.5342465753,0.2660944206,0.2528509634,0.6875,0.4285714286,0.2222222222,0.125,0.479876161,FALSE,FALSE,TRUE,TRUE,FALSE,0.2168367347,0.4589285714,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining portion control, you'll feel better.

With the ""Firmware Updates"" menu, choose the version that works best for you. If you're using version 1.0, change to version 0.9.1. For",reward,portion control,0.6458333333,0.7674418605,0.375,0.3470690656,0.1428571429,0.49375,0.7953981502,0.1829268293,0.1411265899,0.4109589041,0.356223176,0.3590247739,0.375,0.4285714286,0,0.25,0.5367647059,FALSE,FALSE,TRUE,FALSE,FALSE,0.8214285714,0.4,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining healthy eating, you'll feel better.

You will also feel healthier and more productive. You'll become more motivated. This will be a good thing for you and your health. It will help you to feel more fulfilled. And,",reward,healthy eating,0.8125,0.9534883721,0.625,0.3282973012,0.09523809524,0.25,0.6965937289,0.262195122,0.316172017,0.5616438356,0.2789699571,0.311049941,0.1875,0.5,0.6666666667,0.5,0.2166427547,FALSE,FALSE,FALSE,FALSE,FALSE,0.6666666667,0.5166666667,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your water intake.

Washing Your Baby's Milk
, or Feeding Your Kid's Baby Food
. It is important to know how much milk you give your baby. If you want your child to be fed",reminder,water intake,0.675,0.8604651163,0.375,0.2105471429,0.1666666667,0.4886363636,0.774870291,0.2256097561,0.1695941853,0.4931506849,0.1845493562,0.1997640582,0.25,0.7857142857,0.2222222222,0.125,0.3205882353,FALSE,FALSE,FALSE,TRUE,FALSE,0.5,0.6,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your meal planning. The food in your fridge, in the freezer, and even in that fridge when you're not working on it will still be there, so try to keep it there.

What is your favorite food",reminder,meal planning,0.7458333333,0.9534883721,0.25,0.215666715,0.2857142857,0.4375,0.8198736747,0.256097561,0.2701393095,0.4383561644,0.2660944206,0.239480928,0.375,0.6428571429,0.1111111111,0.875,0.4254445964,FALSE,FALSE,FALSE,TRUE,FALSE,0.6428571429,1,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your portion control. This is the most important thing to do!

This is important, but not required.
- You can't get enough of it in your body, and if you're not getting enough, you",reminder,portion control,0.7125,0.9302325581,0.375,0.2064805325,0.1845238095,0.4255319149,0.774870291,0.2256097561,0.1695941853,0.5547945205,0.2360515021,0.2430200551,0.1875,0.7142857143,0.2222222222,0.875,0.3205882353,FALSE,TRUE,FALSE,TRUE,FALSE,0.4857142857,0.7,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining meal planning, you'll feel better.

You'll be more alert. You'll know when to get off your seat and when you should get up. And you will feel more productive.",reward,meal planning,0.5833333333,0.7441860465,0.375,0.2392517523,0.1369047619,0.3076923077,0.8874351455,0.1158536585,0.2241066021,0.4931506849,0.2231759657,0.2426268187,0.1875,0.5,0.2222222222,0.25,0.2006920415,FALSE,FALSE,FALSE,FALSE,FALSE,0.6428571429,0.5,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your healthy eating.

*1/4 cup whole milk
 (or yogurt)
.75 grams of protein (with or without yogurt).
: 6g of fat (without yogurt, no more than 3g",reminder,healthy eating,0.5708333333,0.7906976744,0.25,0.1566043345,0.2301587302,0.506097561,0.7953981502,0.1829268293,0.1411265899,0.4109589041,0.2231759657,0.2084152576,0.4375,0.2857142857,0.4444444444,0.25,0.6139705882,FALSE,FALSE,TRUE,TRUE,FALSE,0.3928571429,0.4666666667,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your healthy eating. The good news is you can lose weight and you will be less stressed, feel better and look stronger.

5. Make sure you are following a healthy diet. There are lots of good reasons to",reminder,healthy eating,0.8,0.9534883721,0.5,0.2907537725,0.1333333333,0.53125,0.8565305662,0.1829268293,0.1907934585,0.4931506849,0.2403433476,0.2524577271,0.375,0.7857142857,0.7777777778,0.25,0.5978112175,FALSE,FALSE,TRUE,TRUE,FALSE,0.5744047619,0.4694444444,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your meal planning!

""
 - Michael ""P.S.: I am really happy with my meal plan! I really didn't expect it to be this bad but it's so easy to make sure you have the right ingredients",praise,meal planning,0.6708333333,0.9069767442,0.375,0.1642484039,0.1785714286,0.6576086957,0.7404692082,0.2926829268,0.2422774076,0.602739726,0.2360515021,0.2025167125,0.3125,0.5,0.6666666667,0.5,0.6199095023,FALSE,TRUE,FALSE,FALSE,FALSE,0.5631681244,0.6963718821,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your portion control.

There's an amazing video on YouTube, which you can watch below. I'd also love to see some of your thoughts on how this works and what you think might have helped with it.",reminder,portion control,0.7666666667,0.9302325581,0.25,0.276774799,0.2777777778,0.7127659574,0.8244980826,0.25,0.2616596002,0.4383561644,0.313304721,0.2847031066,0.1875,0.7857142857,0.1111111111,0.25,0.7701778386,FALSE,FALSE,FALSE,TRUE,FALSE,0.6785714286,0.75,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your healthy eating!

I really enjoyed this meal. I think it was just the best thing I have ever eaten.
,
 (and it's a good thing it wasn't fried!)
. (You can also substitute",praise,healthy eating,0.65,0.9069767442,0.625,0.1316018572,0.0873015873,0.5108695652,0.8011504624,0.1707317073,0.1175045427,0.4589041096,0.1545064378,0.1580810067,0.25,0.5714285714,0.5555555556,0.625,0.59936407,FALSE,TRUE,FALSE,FALSE,FALSE,0.8285714286,0.57,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your healthy eating.

1. The Best Healthy Drink to Eat for Weight Loss
 (You can find more about healthy foods on my blog here.)
…",reminder,healthy eating,0.5041666667,0.6511627907,0.375,0.2097670177,0.1130952381,0.7428571429,0.91191067,0.1951219512,0.3046638401,0,0.3261802575,0.2803775069,0.1875,0.2857142857,0.2222222222,0.375,0.7529411765,FALSE,FALSE,TRUE,TRUE,FALSE,0.7142857143,0.46,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining healthy eating, you'll feel better.

Here's a list of common things you should do to help keep your body looking healthier. Try these tips for healthy living:
.",reward,healthy eating,0.5916666667,0.6744186047,0.25,0.355412072,0.1904761905,0.75,0.7702458831,0.2317073171,0.2810417929,0.5342465753,0.3519313305,0.377900118,0.3125,0.5714285714,0.4444444444,0.25,0.8406072106,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.5,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining portion control, you'll feel better.

For instance, when you take a look at the top of the screen, the left side of your keyboard will be the primary color. When you have a larger portion of that color, your",reward,portion control,0.7875,0.9534883721,0.25,0.2782392629,0.2857142857,0.296875,0.7244529664,0.3292682927,0.3288915809,0.5342465753,0.3175965665,0.2941407786,0.625,0.3571428571,0.3333333333,0.125,0.2941176471,FALSE,FALSE,FALSE,FALSE,FALSE,0.4857142857,0.4,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your portion control by using a supplement with a high-protein, low-fat diet.

Coconut Oil
 (COC) is one of the most common fats that you may find in your diet and may be a",suggestion,portion control,0.6416666667,0.7674418605,0.125,0.2719820081,0.380952381,0.71875,0.5798556282,0.506097561,0.3821926105,0,0.3605150215,0.2508847818,0.25,0.4285714286,0.4444444444,0.125,0.6568627451,FALSE,FALSE,FALSE,TRUE,FALSE,0.3571428571,0.5,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining meal planning, you'll feel better.

Eat in moderation
. Your body will respond to food changes better and eat better to keep your body in balance. This can be particularly important for women and men with diabetes and cardiovascular disease.",reward,meal planning,0.9291666667,0.9302325581,0.375,0.5132191502,0.1845238095,0.5212765957,0.4771035416,0.4634146341,0.4239854634,0.6917808219,0.4077253219,0.4486826583,0.6875,0.4285714286,0.3333333333,0.375,0.4705882353,FALSE,FALSE,FALSE,FALSE,FALSE,0.625,0.625,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your portion control.

For a full list of the features you can expect from the new Android Wear smartwatch, read here.",reminder,portion control,0.4541666667,0.511627907,0.125,0.3574259011,0.25,0.8448275862,0.6427926912,0.3719512195,0.2786190188,0,0.347639485,0.3464412112,0.3125,0.2857142857,0.2222222222,0.25,0.9049773756,FALSE,FALSE,FALSE,TRUE,FALSE,0.4594155844,0.5022727273,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining water intake, you'll feel better.

Water consumption is a fairly simple question. It's an average of two to three gallons of water per day. This is not an exact science, but it's the best estimate that you can",reward,water intake,0.7958333333,0.9534883721,0.375,0.2970110273,0.1904761905,0.578125,0.5760207534,0.3841463415,0.3634161114,0.602739726,0.2746781116,0.2957137239,0.5625,0.4285714286,0.3333333333,0.375,0.5403556772,FALSE,FALSE,FALSE,FALSE,FALSE,0.5142857143,0.3614285714,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your meal planning by sharing recipes, video tutorials, tips, and videos.

Your browser does not support HTML5 video tag.Click here to view original GIF
 (16:21)
 ""I'm not saying that I",suggestion,meal planning,0.6958333333,0.7906976744,0.125,0.3617201987,0.3928571429,0.6707317073,0.6599368374,0.3353658537,0.2919442762,0.5342465753,0.3776824034,0.3759339363,0.5625,0.5714285714,0.1111111111,0.375,0.6366782007,FALSE,FALSE,TRUE,TRUE,FALSE,0.5535714286,0.75,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"Great job with your meal planning!

My girlfriend and I had a fantastic time at a bar. The food was fantastic, and the service was so friendly. We had an amazing time. I will definitely be back.",praise,meal planning,0.6708333333,0.8372093023,0.5,0.2422964273,0.1095238095,0.476744186,0.7965260546,0.1768292683,0.188976378,0.5205479452,0.1459227468,0.1761698781,0.5,0.3571428571,0.5555555556,0.375,0.4658187599,FALSE,TRUE,FALSE,FALSE,FALSE,0.6160714286,0.6583333333,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Try to improve your healthy eating by eating less fruit, vegetables, and whole grains. This is an easy and inexpensive way to reduce your stress and to maintain a healthy weight.

Don't let your eating habits influence how your body works. You",suggestion,healthy eating,0.875,0.9534883721,0.375,0.4033843587,0.1904761905,0.390625,0.7210692533,0.3353658537,0.3912780133,0.602739726,0.3991416309,0.3853716083,0.5,0.7857142857,0.6666666667,0.125,0.4254445964,FALSE,FALSE,FALSE,TRUE,FALSE,0.4952380952,0.46,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
Don't forget to monitor your water intake.,reminder,water intake,0.0375,0.04651162791,0,0.3470690656,0.119047619,1,0.4194676291,0.4573170732,0.3943064809,0,0.321888412,0.3539127015,0.0625,0.2142857143,0,0.125,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.2857142857,0,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your meal planning. It's all about making sure you eat the right foods, not the wrong ones.

I've had a lot of great success at Paleo, and I want to share some of my favorite recipes that",reminder,meal planning,0.7416666667,0.9534883721,0.25,0.2094094602,0.2857142857,0.71875,0.8198736747,0.256097561,0.2701393095,0.4383561644,0.2660944206,0.234762092,0.4375,0.6428571429,0.5555555556,0.25,0.7754010695,FALSE,FALSE,FALSE,TRUE,FALSE,0.5102040816,0.6791005291,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your portion control.

What You Should Know
. Your ability to control your weight will greatly increase if you regularly eat an excessive amount of food. However, it is important to know what is in your system, and",reminder,portion control,0.8541666667,0.9302325581,0.375,0.3981921685,0.1845238095,0.5691489362,0.5725242499,0.3902439024,0.3646274985,0.6917808219,0.3175965665,0.3480141565,0.375,0.7857142857,0.2222222222,0.375,0.4117647059,FALSE,FALSE,FALSE,TRUE,FALSE,0.4553571429,0.7067307692,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your meal planning.


Here's a quick reminder of how to get started.

Make sure you're ready for the ""Make Your Meal"" step!
 ""You can't wait to go out to a bar",reminder,meal planning,0.625,0.8837209302,0.375,0.1334881021,0.1726190476,0.6,0.8759305211,0.1402439024,0.1611144761,0.4109589041,0.1545064378,0.160833661,0.375,0.6428571429,0.2222222222,0.375,0.4298642534,FALSE,TRUE,FALSE,TRUE,FALSE,0.5436507937,0.6296296296,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Great job with your healthy eating!

I was very happy to be able to bring this to my kids.
""I've been using them for many years. I have a 5 year old, 3 year olds, and a 10 year-",praise,healthy eating,0.6,0.9069767442,0.375,0.0532501451,0.1785714286,0.6086956522,0.9599593954,0.09146341463,0.1162931557,0.2123287671,0.05579399142,0.05151395989,0.4375,0.5,0.6666666667,0.125,0.6294117647,FALSE,TRUE,TRUE,FALSE,FALSE,0.7053571429,0.5958333333,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Try to improve your healthy eating by eating less.

A big part of our diet is based on plant-based foods, but most people don't eat vegetables. If you eat a diet high in nutrients and protein, then you will feel more",suggestion,healthy eating,0.7625,0.9069767442,0.25,0.2883052815,0.2698412698,0.7065217391,0.7244529664,0.3292682927,0.3288915809,0.5342465753,0.2875536481,0.2666142352,0.4375,0.6428571429,0.7777777778,0.375,0.7058823529,FALSE,FALSE,FALSE,TRUE,FALSE,0.4634920635,0.3677777778,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
Great job with your water intake! The water I used to make the water is now boiling. I'm not sure what it was to do with the cold water. Maybe it's because I was using it as my water source. The hot water was,praise,water intake,0.7291666667,1,0.5,0.1368253047,0.1428571429,0.235,0.8759305211,0.1402439024,0.0920654149,0.2123287671,0.07725321888,0.1038143924,0.5,0.7857142857,0.4444444444,0.375,0.1406649616,FALSE,TRUE,FALSE,FALSE,FALSE,0.3571428571,0.8722222222,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your meal planning.

What about the food and drink choices?
 ""The most important thing to remember is that you are going to enjoy your food when you order it, and not when it's not available. We",reminder,meal planning,0.7708333333,0.9302325581,0.375,0.2831651869,0.1845238095,0.5212765957,0.7290773742,0.3170731707,0.2616596002,0.602739726,0.313304721,0.2847031066,0.375,0.7142857143,0.2222222222,0.5,0.4117647059,TRUE,FALSE,FALSE,TRUE,FALSE,0.4821428571,0.6,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Great job with your portion control!


Here's the breakdown:

:

A: 1-1/4"" diameter: 40°F


 (6.5-12.0cm) from the base: 4.4",praise,portion control,0.3791666667,0.488372093,0.125,0.2183483957,0.2380952381,0.5982142857,0.8126550868,0.1463414634,0.158691702,0.4383561644,0.3733905579,0.2508847818,0.3125,0.07142857143,0.3333333333,0.125,0.8699690402,FALSE,TRUE,TRUE,FALSE,FALSE,0.3571428571,0.875,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
